AU,FT_drone_s,LAANC_latency_ms,MSD,MS_s,NMR,PE,RID_CR,RTF,TTC_mean_s,TTC_median_s,TTC_p5_s,TTC_p95_s,VCU_handoff_rate,VCU_mean_occupancy,geofence_violations,method,n_agents,peak_memory_mb,scenario,seed,tick_p50_ms,tick_p95_ms,tick_p99_ms
0.2669166666666667,3123.0,nan,6.822672502963458,130.0,0.0,1.0,0.0,42532.36571268449,nan,nan,nan,nan,nan,nan,0.0,cbs,40,nan,09_stress_failure_cascade,2,0.001050000037139398,0.03370100000665843,0.06263100004844091
0.24516666666666664,2862.0,nan,2.6876735266992893,108.0,8.547008547008548e-06,1.0,0.0,16930.829940864125,nan,nan,nan,nan,nan,nan,0.0,cbs,40,nan,09_stress_failure_cascade,3,0.0010600000450722291,0.09386100003894171,0.26965499995412756
0.2344166666666667,2733.0,nan,7.041844771590984,123.0,0.0,1.0,0.0,34028.335622022634,nan,nan,nan,nan,nan,nan,0.0,cbs,40,nan,09_stress_failure_cascade,4,0.001040000029206567,0.025969999967401236,0.062341000045762485
0.2614166666666667,3097.0,nan,8.90718450318768,127.0,0.0,1.0,0.0,44462.848770290955,nan,nan,nan,nan,nan,nan,0.0,orca,40,nan,09_stress_failure_cascade,0,0.0010900000120273035,0.03726149999181416,0.06396851000999944
0.27425,3251.0,nan,5.334686976277196,116.0,0.0,1.0,0.0,38167.671854807944,nan,nan,nan,nan,nan,nan,0.0,orca,40,nan,09_stress_failure_cascade,1,0.0010699999961616413,0.037830049996046,0.06095680999237619
0.268,3176.0,nan,5.1438354006895,131.0,0.0,1.0,0.0,44054.694196477656,nan,nan,nan,nan,nan,nan,0.0,orca,40,nan,09_stress_failure_cascade,2,0.001050000037139398,0.038002000016490456,0.059080299971583254
0.246,2912.0,nan,3.53313094454018,109.0,8.547008547008548e-06,1.0,0.0,54793.26956030211,nan,nan,nan,nan,nan,nan,0.0,orca,40,nan,09_stress_failure_cascade,3,0.0010499999802959792,0.03632550002237168,0.05131369998537137
0.23583333333333334,2790.0,nan,7.681772495337767,124.0,0.0,1.0,0.0,44463.32324236162,nan,nan,nan,nan,nan,nan,0.0,orca,40,nan,09_stress_failure_cascade,4,0.0010655000153292349,0.07451299995011607,0.2712974100006703
1.0,3533.0,99.96048191808313,5.270031741584979,141.0,0.0,0.9841804519575579,1.0,5209.698708535681,29.60765457017627,20.991206400966085,0.0,81.18748453138518,0.13333333333333333,10.0,0.0,sdacs_hybrid,40,nan,09_stress_failure_cascade,0,0.12493200003405036,0.580742599990459,2.3501875199815454
1.0,3722.0,100.09686505447141,4.061918306063332,130.0,4.273504273504274e-06,0.97817506445137,1.0,5152.000766618041,33.4838415492895,24.566017749039617,2.029631024885377,82.11085510246204,0.13333333333333333,10.0,0.0,sdacs_hybrid,40,nan,09_stress_failure_cascade,1,0.03395550001528136,0.6066121000031918,2.198238209991814
1.0,3626.0,100.81546273068076,10.635859428804173,150.0,0.0,0.9844143977002062,1.0,6396.577711520063,22.939558769557305,17.35551330288544,0.0,69.44186620543493,0.13333333333333333,10.0,0.0,sdacs_hybrid,40,nan,09_stress_failure_cascade,2,0.13699199999450684,0.4207040500006089,1.068506679970933
1.0,3362.0,99.90705745210377,4.954742498710895,118.0,4.273504273504274e-06,0.9847098449883578,1.0,5456.123960805856,32.500161227243304,25.294224593352702,0.4835149111642141,77.23493029127405,0.13333333333333333,10.0,0.0,sdacs_hybrid,40,nan,09_stress_failure_cascade,3,0.025625000006357368,1.1725179999899638,2.1901600900287104
1.0,3260.0,103.91951070754826,5.987868451388166,132.0,0.0,0.9667177413925714,1.0,4741.392444546826,19.5955968875312,15.60697433578467,0.0,50.872517912303636,0.13333333333333333,10.0,0.0,sdacs_hybrid,40,nan,09_stress_failure_cascade,4,0.04619600002797597,0.6753943500172177,2.395372500033659
0.3134166666666667,3721.0,nan,5.868153240848472,144.0,0.0,0.9008722588267206,0.0,435.3725479627631,nan,nan,nan,nan,nan,nan,0.0,vo,40,nan,09_stress_failure_cascade,0,0.030735499990441895,9.372365349958047,10.792728159989895
0.33558333333333334,3987.0,nan,5.257762886529181,158.0,0.0,0.9066918675906489,0.0,350.0441035734529,nan,nan,nan,nan,nan,nan,0.0,vo,40,nan,09_stress_failure_cascade,1,0.1484770000104163,9.27956585003642,11.59785661002331
0.36349999999999993,4324.0,nan,6.776937589306461,300.0,0.0,0.8669128561049073,0.0,274.9119290998511,nan,nan,nan,nan,nan,nan,0.0,vo,40,nan,09_stress_failure_cascade,2,2.243068500007439,12.252973949972557,15.877583149984954
0.30933333333333335,3672.0,nan,5.447177090096515,149.0,0.0,0.8913396162225421,0.0,326.5660800759001,nan,nan,nan,nan,nan,nan,0.0,vo,40,nan,09_stress_failure_cascade,3,0.10084150002853676,11.057002500032809,11.78780672996197
0.29974999999999996,3557.0,nan,7.196913956703533,158.0,0.0,0.8739818682658281,0.0,350.41672245786225,nan,nan,nan,nan,nan,nan,0.0,vo,40,nan,09_stress_failure_cascade,4,0.22809900002584982,11.199861100018895,12.039906340003197
0.24455555555555558,2141.0,nan,8.289651127481754,117.0,0.0,1.0,0.0,17485.639626979064,nan,nan,nan,nan,nan,nan,0.0,cbs,30,nan,10_stress_adversarial_swarm,0,0.0008300000331473711,0.02005000004601243,0.029089999998177518
0.27822222222222226,2444.0,nan,10.806811409762213,115.0,0.0,1.0,0.0,28496.518010397518,nan,nan,nan,nan,nan,nan,0.0,cbs,30,nan,10_stress_adversarial_swarm,1,0.0008200000252145401,0.02119099997344165,0.0322100000289538
0.2564444444444445,2248.0,nan,6.822672502963458,122.0,0.0,1.0,0.0,27220.809764619094,nan,nan,nan,nan,nan,nan,0.0,cbs,30,nan,10_stress_adversarial_swarm,2,0.0008199999683711212,0.01973100000896011,0.02486099998577629
0.26100000000000007,2289.0,nan,2.6876735266992893,108.0,1.532567049808429e-05,1.0,0.0,20980.800679146334,nan,nan,nan,nan,nan,nan,0.0,cbs,30,nan,10_stress_adversarial_swarm,3,0.0008799999591246888,0.021909999986746698,0.05252099998642734
0.24211111111111114,2119.0,nan,7.041844771590984,123.0,0.0,1.0,0.0,26079.318682935576,nan,nan,nan,nan,nan,nan,0.0,cbs,30,nan,10_stress_adversarial_swarm,4,0.0008399999842367833,0.02200000000129876,0.13341199996830255
0.24533333333333332,2178.0,nan,8.90718450318768,118.0,0.0,1.0,0.0,54787.67584072255,nan,nan,nan,nan,nan,nan,0.0,orca,30,nan,10_stress_adversarial_swarm,0,0.0008600000001024455,0.03747199996553269,0.09372178998376052
0.27955555555555556,2486.0,nan,13.204413970804694,116.0,0.0,1.0,0.0,41115.794961482636,nan,nan,nan,nan,nan,nan,0.0,orca,30,nan,10_stress_adversarial_swarm,1,0.0008450000166249083,0.031979550041683076,0.04964419997861556
0.25777777777777783,2290.0,nan,5.1438354006895,124.0,0.0,1.0,0.0,43359.30555746592,nan,nan,nan,nan,nan,nan,0.0,orca,30,nan,10_stress_adversarial_swarm,2,0.000810000017281709,0.02763099996059282,0.042565599982822076
0.26166666666666666,2325.0,nan,3.53313094454018,109.0,1.532567049808429e-05,1.0,0.0,33012.35784598377,nan,nan,nan,nan,nan,nan,0.0,orca,30,nan,10_stress_adversarial_swarm,3,0.0008300000331473711,0.24320855002599734,0.35485949996996163
0.24355555555555555,2162.0,nan,7.681772495337767,124.0,0.0,1.0,0.0,27711.012199183187,nan,nan,nan,nan,nan,nan,0.0,orca,30,nan,10_stress_adversarial_swarm,4,0.0008200000252145401,0.029382499945995733,0.045723200011593516
1.0,2435.0,103.31570813646995,9.100829310835277,130.0,0.0,0.9807819399036996,1.0,7612.426016733565,27.073589875432276,20.000767677192577,0.0,73.99721017667004,0.1,7.5,0.0,sdacs_hybrid,30,nan,10_stress_adversarial_swarm,0,0.03557050001745665,0.3005464499921121,2.1525846000042748
1.0,2780.0,98.1493892750879,4.061918443082789,130.0,7.662835249042145e-06,0.9725791283263466,1.0,10560.18247996163,31.814922317001752,25.826973119057328,1.6947308728268273,83.20543319246404,0.1,7.5,0.0,sdacs_hybrid,30,nan,10_stress_adversarial_swarm,1,0.03215599997474783,0.21417244996655435,0.3949474200237535
1.0,2564.0,98.84859924511835,10.635844906527472,139.0,0.0,0.9812019777011458,1.0,6121.291181085912,23.11104381030998,17.355513230214996,0.0,69.44186316530617,0.1,7.5,0.0,sdacs_hybrid,30,nan,10_stress_adversarial_swarm,2,0.09400700002970552,0.24820804996181797,3.631255579993535
1.0,2581.0,99.55892574463024,4.9549164056142345,118.0,7.662835249042145e-06,0.9862399705819024,1.0,9879.400836724235,34.9536279177321,26.32298411977413,1.6692612348877598,77.29382768228561,0.1,7.5,0.0,sdacs_hybrid,30,nan,10_stress_adversarial_swarm,3,0.03451600002790656,0.3369944999747077,0.6579147100291037
1.0,2446.0,99.34483072243214,5.987851841808169,132.0,0.0,0.9602031594043964,1.0,13384.97793219028,18.63583701942578,16.994859445449162,0.25662773279889933,39.33460632197779,0.1,7.5,0.0,sdacs_hybrid,30,nan,10_stress_adversarial_swarm,4,0.0552810000158388,0.20823099999631722,0.2670763099609983
0.29900000000000004,2661.0,nan,6.041790964959156,164.0,0.0,0.9061510485618219,0.0,584.8609982213568,nan,nan,nan,nan,nan,nan,0.0,vo,30,nan,10_stress_adversarial_swarm,0,0.09056649997774002,6.7359879499804265,7.243027720002146
0.3206666666666667,2856.0,nan,10.819390675800427,129.0,0.0,0.9341696300053801,0.0,532.3070104033063,nan,nan,nan,nan,nan,nan,0.0,vo,30,nan,10_stress_adversarial_swarm,1,0.00587049999012379,6.815992549982752,8.607463090006586
0.3347777777777778,2984.0,nan,12.035566219039055,300.0,0.0,0.8958160094867831,0.0,622.6042060442222,nan,nan,nan,nan,nan,nan,0.0,vo,30,nan,10_stress_adversarial_swarm,2,0.2954050000312236,6.547769499999845,6.726537060008012
0.32188888888888895,2867.0,nan,6.324741803088839,122.0,0.0,0.9087463932713126,0.0,699.8767794609175,nan,nan,nan,nan,nan,nan,0.0,vo,30,nan,10_stress_adversarial_swarm,3,0.00586999999541149,6.483795549999628,6.8570296300322156
0.29911111111111116,2662.0,nan,7.041384377721714,134.0,0.0,0.8797388738164327,0.0,542.876241605257,nan,nan,nan,nan,nan,nan,0.0,vo,30,nan,10_stress_adversarial_swarm,4,0.0196949999917706,6.951891850016527,10.626546020026806
