ref,short_name,scope,oid,commit_date,subject,is_main,merged_into_main,main_behind_count,branch_ahead_count,cherry_novel_commits,cherry_equivalent_commits,changed_file_count,residual_file_count,overlap_with_main_count,merge_status,classification,pr_numbers,pr_states,changed_files,residual_files,overlap_with_main_files,conflict_summary,residual_fingerprint
refs/remotes/origin/claude/fervent-babbage-g12Ha,origin/claude/fervent-babbage-g12Ha,remote,6fb4b18499a80ef467398498e638539e9ecb42bf,2026-06-07T03:08:10Z,docs: 변경 이력 업데이트 2026-06-07 12:08 [changelog],False,False,259,2,2,0,3,3,3,conflict,merge_conflict,162,CLOSED,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging main.py | CONFLICT (content): Merge conflict in main.py | Auto-merging tests/test_main_cli.py | CONFLICT (content): Merge conflict in tests/test_main_cli.py,a61ae542cb408dee6b97650070396a16a1e09d95cb65750ad9668eb6dbf89e1d
refs/remotes/origin/claude/fervent-babbage-g3D9a,origin/claude/fervent-babbage-g3D9a,remote,d78f3d89164d9d809ffba18817e2b2609ab4cbd2,2026-06-08T04:09:14Z,docs: 변경 이력 업데이트 2026-06-08 13:09 [changelog],False,False,257,2,2,0,3,3,3,conflict,merge_conflict,185,CLOSED,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging main.py | CONFLICT (content): Merge conflict in main.py | Auto-merging tests/test_main_cli.py | CONFLICT (content): Merge conflict in tests/test_main_cli.py,4d8a20ebf86eb70cf61416158f6722b8a247b99b80eb9990a071bb16a5dfd9e0
refs/remotes/origin/claude/fervent-babbage-g4Hwu,origin/claude/fervent-babbage-g4Hwu,remote,6a3a7aa9c16aa2dc2f391c5578a0420d0ffdffff,2026-06-04T20:18:27Z,docs: 변경 이력 업데이트 2026-06-05 05:18 [changelog],False,False,315,2,2,0,3,3,3,conflict,merge_conflict,116,CLOSED,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging main.py | CONFLICT (content): Merge conflict in main.py | Auto-merging tests/test_main_cli.py | CONFLICT (content): Merge conflict in tests/test_main_cli.py,6b1e4d57eb33a385d0dd3d6fb494329a5461fdf620e4fbea7f3e13c39e8cb3d0
refs/remotes/origin/claude/fervent-babbage-g6yree,origin/claude/fervent-babbage-g6yree,remote,f92cdc97baa629b1944b829b7276bee02743d8e4,2026-06-13T20:08:56Z,docs: 변경 이력 업데이트 2026-06-14 05:08 [changelog],False,False,145,2,2,0,7,7,3,conflict,merge_conflict,297,CLOSED,CHANGELOG.md | README.md | ROADMAP.md | src/certification/__init__.py | src/certification/flight_plan_declaration.py | tests/certification/__init__.py | tests/certification/test_flight_plan_declaration.py,CHANGELOG.md | README.md | ROADMAP.md | src/certification/__init__.py | src/certification/flight_plan_declaration.py | tests/certification/__init__.py | tests/certification/test_flight_plan_declaration.py,CHANGELOG.md | README.md | ROADMAP.md,Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md,6b6558b702fd7d7250b36194ba56ed8ae5d756389aa0265484c8cec0854e1d54
refs/remotes/origin/claude/fervent-babbage-gcqeu8,origin/claude/fervent-babbage-gcqeu8,remote,fc8052415434b704a6bf937111462245c06d6054,2026-06-16T13:17:42Z,docs: 변경 이력 업데이트 2026-06-16 22:17 [changelog],False,False,25,2,2,0,6,3,6,conflict,merge_conflict,349,CLOSED,README.md | ROADMAP.md | docs/APF_CONVERGENCE_PROOF.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/apf_lyapunov.py | tests/test_apf_lyapunov.py,README.md | ROADMAP.md | docs/SIMULATOR_ODYSSEY_PLAN.md,README.md | ROADMAP.md | docs/APF_CONVERGENCE_PROOF.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/apf_lyapunov.py | tests/test_apf_lyapunov.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md | Auto-merging docs/SIMULATOR_ODYSSEY_PLAN.md | CONFLICT (content): Merge conflict in docs/SIMULATOR_ODYSSEY_PLAN.md,83ee394c7ec4318b10053bc9a6cc2e33109332a17ba3fb4c065e21a6ee18ce1a
refs/remotes/origin/claude/fervent-babbage-gos1sv,origin/claude/fervent-babbage-gos1sv,remote,af4c5fe03313ecca3238ab6e33f86e82120d164b,2026-06-09T16:14:57Z,docs: 변경 이력 업데이트 2026-06-10 01:14 [changelog],False,False,228,2,2,0,4,4,4,conflict,merge_conflict,212,CLOSED,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py | tests/track_e/test_raft.py,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py | tests/track_e/test_raft.py,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py | tests/track_e/test_raft.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md | Auto-merging src/raft/airspace_controller_ha.py | CONFLICT (content): Merge conflict in src/raft/airspace_controller_ha.py | Auto-merging tests/track_e/test_raft.py,f3432696804abdbcb8a6a2bc1d7def2ac5f6586535f2d63dab552b72866fde93
refs/remotes/origin/claude/fervent-babbage-gv5w3y,origin/claude/fervent-babbage-gv5w3y,remote,afbe105f4e23c28ba8dc9b42a658a38873381281,2026-06-14T03:18:17Z,docs: 변경 이력 업데이트 2026-06-14 12:18 [changelog],False,True,143,0,0,0,0,0,0,not_needed,merged,304,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-gwa84g,origin/claude/fervent-babbage-gwa84g,remote,dcf59f7ae80ab75f31b90416704f1501047b0d8c,2026-06-10T17:07:01Z,docs: 변경 이력 업데이트 2026-06-11 02:07 [changelog],False,False,228,2,2,0,2,2,2,conflict,merge_conflict,235,CLOSED,README.md | src/raft/airspace_controller_ha.py,README.md | src/raft/airspace_controller_ha.py,README.md | src/raft/airspace_controller_ha.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging src/raft/airspace_controller_ha.py | CONFLICT (content): Merge conflict in src/raft/airspace_controller_ha.py,293b9f89ba017b69f17eb321e96dfd14420c930aa47bdea429c62012327550e1
refs/remotes/origin/claude/fervent-babbage-gytc3f,origin/claude/fervent-babbage-gytc3f,remote,93a22c6117810eee8f7a1b4779a63729c3b80b98,2026-06-12T00:12:11Z,docs: 변경 이력 업데이트 2026-06-12 09:12 [changelog],False,False,190,2,2,0,3,3,3,conflict,merge_conflict,255,CLOSED,CHANGELOG.md | README.md | ROADMAP.md,CHANGELOG.md | README.md | ROADMAP.md,CHANGELOG.md | README.md | ROADMAP.md,Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md,5d8426ca628a3e59c11f5d2e69e09761cfaf162d92762a8ffa7d8761866ac59f
refs/remotes/origin/claude/fervent-babbage-h7a6du,origin/claude/fervent-babbage-h7a6du,remote,de6f94e0ce27e12490a355e830136df071ce0a6c,2026-06-14T09:09:56Z,docs: 변경 이력 업데이트 2026-06-14 18:09 [changelog],False,False,142,2,2,0,4,4,2,conflict,merge_conflict,306,CLOSED,README.md | docs/SIMULATOR_GENESIS_PLAN.md | simulation/kc_radio_certification.py | tests/test_kc_radio_certification.py,README.md | docs/SIMULATOR_GENESIS_PLAN.md | simulation/kc_radio_certification.py | tests/test_kc_radio_certification.py,README.md | docs/SIMULATOR_GENESIS_PLAN.md,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging docs/SIMULATOR_GENESIS_PLAN.md | CONFLICT (content): Merge conflict in docs/SIMULATOR_GENESIS_PLAN.md,bbd598b60a8cec9fda28841ec295a9ba7fc3350fa63ed2e92d755ab97f3abe28
refs/remotes/origin/claude/fervent-babbage-hXiV6,origin/claude/fervent-babbage-hXiV6,remote,8ab8996eb0c61790a0d5d538caa9dd0cfb525ccc,2026-06-06T09:10:56Z,docs: 변경 이력 업데이트 2026-06-06 18:10 [changelog],False,False,261,2,2,0,3,3,3,conflict,merge_conflict,144,CLOSED,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging main.py | CONFLICT (content): Merge conflict in main.py | Auto-merging tests/test_main_cli.py | CONFLICT (content): Merge conflict in tests/test_main_cli.py,4e114a2e37d7c1afc88d2133478758807056ff4179f6e17e3ed7344c444b8985
refs/remotes/origin/claude/fervent-babbage-hg0eh9,origin/claude/fervent-babbage-hg0eh9,remote,59a8ca9643176a632252096cc08b807779de95e9,2026-06-17T07:10:09Z,docs: 변경 이력 업데이트 2026-06-17 16:10 [changelog],False,False,19,2,2,0,3,3,3,conflict,merge_conflict,357,CLOSED,CHANGELOG.md | README.md | docs/SIMULATOR_ODYSSEY_PLAN.md,CHANGELOG.md | README.md | docs/SIMULATOR_ODYSSEY_PLAN.md,CHANGELOG.md | README.md | docs/SIMULATOR_ODYSSEY_PLAN.md,Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging docs/SIMULATOR_ODYSSEY_PLAN.md | CONFLICT (content): Merge conflict in docs/SIMULATOR_ODYSSEY_PLAN.md,1a8536297a9447a57b8010cd0b5283ab005c25dec7ccc2e65ac83c891c93673e
refs/remotes/origin/claude/fervent-babbage-hhkug7,origin/claude/fervent-babbage-hhkug7,remote,c4ea2a29d4ccadd0b9ba10f7de7645bff60ef25d,2026-06-17T04:18:18Z,docs: 변경 이력 업데이트 2026-06-17 13:18 [changelog],False,False,22,2,2,0,3,3,3,conflict,merge_conflict,354,CLOSED,CHANGELOG.md | README.md | docs/SIMULATOR_ODYSSEY_PLAN.md,CHANGELOG.md | README.md | docs/SIMULATOR_ODYSSEY_PLAN.md,CHANGELOG.md | README.md | docs/SIMULATOR_ODYSSEY_PLAN.md,Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging docs/SIMULATOR_ODYSSEY_PLAN.md | CONFLICT (content): Merge conflict in docs/SIMULATOR_ODYSSEY_PLAN.md,3031341e20d3b8343fc18ac82d974e2b6f6777020e9dd06dfc0ebfc1974688b9
refs/remotes/origin/claude/fervent-babbage-hovi8x,origin/claude/fervent-babbage-hovi8x,remote,fe93904c8b625c3cc79c90f28f484a7443359f43,2026-06-14T19:10:01Z,Merge remote-tracking branch 'origin/main' into pr301,False,True,127,0,0,0,0,0,0,not_needed,merged,301,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-ht4Iq,origin/claude/fervent-babbage-ht4Iq,remote,ff5094597a8a75788f241fe711d8c07bdca7ce66,2026-06-08T00:12:15Z,fix(cli): simulate에 --output JSON 추가 — 나이틀리 벤치마크 CI RED 복구,False,False,257,1,1,0,2,2,2,conflict,merge_conflict,,,main.py | tests/test_main_cli.py,main.py | tests/test_main_cli.py,main.py | tests/test_main_cli.py,Auto-merging main.py | CONFLICT (content): Merge conflict in main.py | Auto-merging tests/test_main_cli.py | CONFLICT (content): Merge conflict in tests/test_main_cli.py,901da33ab8d66e6142c1b86908f36fc41ffdfb5a69c447de668614c16b5d59a6
refs/remotes/origin/claude/fervent-babbage-i2meec,origin/claude/fervent-babbage-i2meec,remote,663a0ec2a8df0b2b1b7e622975ac677c2f0e7a15,2026-06-10T22:12:27Z,docs: 변경 이력 업데이트 2026-06-11 07:12 [changelog],False,False,228,2,2,0,3,3,3,conflict,merge_conflict,238,CLOSED,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md | Auto-merging src/raft/airspace_controller_ha.py | CONFLICT (content): Merge conflict in src/raft/airspace_controller_ha.py,31d9b8ef4b1fa86e13a3d5d3535fd9a25f02a1edb6e7bcb52c23aae6f530b5bf
refs/remotes/origin/claude/fervent-babbage-iIfgD,origin/claude/fervent-babbage-iIfgD,remote,53761653bf0eda46b532782be829d016b4dcf113,2026-06-05T07:19:14Z,docs: 변경 이력 업데이트 2026-06-05 16:19 [changelog],False,False,285,6,6,0,9,9,8,conflict,merge_conflict,127,CLOSED,.github/workflows/sim-smoke.yml | CHANGELOG.md | README.md | STATUS_REPORT.md | docs/SIMULATOR_STELLAR_PLAN.md | docs/swarm_3d_simulator.html | swarm_3d_simulator.html | tests/e2e/test_simulator_stellar51.py | visualization/swarm_3d_simulator.html,.github/workflows/sim-smoke.yml | CHANGELOG.md | README.md | STATUS_REPORT.md | docs/SIMULATOR_STELLAR_PLAN.md | docs/swarm_3d_simulator.html | swarm_3d_simulator.html | tests/e2e/test_simulator_stellar51.py | visualization/swarm_3d_simulator.html,.github/workflows/sim-smoke.yml | CHANGELOG.md | README.md | STATUS_REPORT.md | docs/SIMULATOR_STELLAR_PLAN.md | docs/swarm_3d_simulator.html | swarm_3d_simulator.html | visualization/swarm_3d_simulator.html,Auto-merging .github/workflows/sim-smoke.yml | CONFLICT (content): Merge conflict in .github/workflows/sim-smoke.yml | Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging STATUS_REPORT.md | CONFLICT (content): Merge conflict in STATUS_REPORT.md | Auto-merging docs/SIMULATOR_STELLAR_PLAN.md | CONFLICT (content): Merge conflict in docs/SIMULATOR_STELLAR_PLAN.md | Auto-merging docs/swarm_3d_simulator.html | CONFLICT (content): Merge conflict in docs/swarm_3d_simulator.html,6fc48a30dbc93d12eae79518b1d5a06c0860e0ea03b23de29a88b7d568c7fdf6
refs/remotes/origin/claude/fervent-babbage-ifdwe,origin/claude/fervent-babbage-ifdwe,remote,4efd62e98fcfe842395abd9f59bdda0f3653fcc0,2026-06-03T12:19:38Z,docs: 변경 이력 업데이트 2026-06-03 21:19 [changelog],False,False,439,2,2,0,7,7,6,conflict,merge_conflict,80,CLOSED,README.md | ROADMAP.md | docs/simulator.html | docs/swarm_3d_simulator.html | swarm_3d_simulator.html | tests/e2e/smoke_sim.mjs | visualization/swarm_3d_simulator.html,README.md | ROADMAP.md | docs/simulator.html | docs/swarm_3d_simulator.html | swarm_3d_simulator.html | tests/e2e/smoke_sim.mjs | visualization/swarm_3d_simulator.html,README.md | ROADMAP.md | docs/simulator.html | docs/swarm_3d_simulator.html | swarm_3d_simulator.html | visualization/swarm_3d_simulator.html,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md | Auto-merging docs/simulator.html | CONFLICT (content): Merge conflict in docs/simulator.html | Auto-merging docs/swarm_3d_simulator.html | CONFLICT (content): Merge conflict in docs/swarm_3d_simulator.html | Auto-merging swarm_3d_simulator.html | CONFLICT (content): Merge conflict in swarm_3d_simulator.html | Auto-merging visualization/swarm_3d_simulator.html | CONFLICT (content): Merge conflict in visualization/swarm_3d_simulator.html,2fe312a60572bfe99149100684e857aab670a0322adab76ae22480e9197350d7
refs/remotes/origin/claude/fervent-babbage-ioos1a,origin/claude/fervent-babbage-ioos1a,remote,c18ea94b1b2dbd291446f54fb27e33dc740330db,2026-06-15T03:12:01Z,docs: 변경 이력 업데이트 2026-06-15 12:12 [changelog],False,True,95,0,0,0,0,0,0,not_needed,merged,320,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-isyva0,origin/claude/fervent-babbage-isyva0,remote,39da349936b41d946e2716fbfac94cd6c9703be7,2026-06-11T22:12:07Z,docs: 변경 이력 업데이트 2026-06-12 07:12 [changelog],False,False,194,2,2,0,3,3,3,conflict,merge_conflict,254,CLOSED,CHANGELOG.md | README.md | ROADMAP.md,CHANGELOG.md | README.md | ROADMAP.md,CHANGELOG.md | README.md | ROADMAP.md,Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md,e05418d8bc556c351c942c9da96c2d873084ebffa7e5f770b403de50e2a33e12
refs/remotes/origin/claude/fervent-babbage-j4ek9l,origin/claude/fervent-babbage-j4ek9l,remote,cddc2178a97eb6b1784bdd0b54ce0dc936a830ac,2026-06-12T05:25:03Z,docs: 변경 이력 업데이트 2026-06-12 14:25 [changelog],False,True,185,0,0,0,0,0,0,not_needed,merged,259,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-j62mz5,origin/claude/fervent-babbage-j62mz5,remote,c735e787e47347db0cd17295e66f70e60db04bf1,2026-06-09T20:21:30Z,docs: 변경 이력 업데이트 2026-06-10 05:21 [changelog],False,False,228,2,2,0,3,3,3,conflict,merge_conflict,216,CLOSED,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md | Auto-merging src/raft/airspace_controller_ha.py | CONFLICT (content): Merge conflict in src/raft/airspace_controller_ha.py,d11742aae752bba6e1a72085e1fb8e0b738f27512fe309d4667fe47d5d9ecabb
refs/remotes/origin/claude/fervent-babbage-jZQTj,origin/claude/fervent-babbage-jZQTj,remote,9d5e1d1303f8e6fc73be53aa9238817d2c1a38a9,2026-06-06T11:15:56Z,docs: 변경 이력 업데이트 2026-06-06 20:15 [changelog],False,False,261,2,2,0,3,3,3,conflict,merge_conflict,146,CLOSED,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging main.py | CONFLICT (content): Merge conflict in main.py | Auto-merging tests/test_main_cli.py | CONFLICT (content): Merge conflict in tests/test_main_cli.py,7c88f018bd0cc39bf5deb7eabc5396d237731abd7d268122286aa780c3579d92
refs/remotes/origin/claude/fervent-babbage-jmf4mx,origin/claude/fervent-babbage-jmf4mx,remote,fe5efd14b21b77492a37a716bb7184cfd8af5dfa,2026-06-15T11:20:30Z,docs: 변경 이력 업데이트 2026-06-15 20:20 [changelog],False,False,67,2,2,0,5,5,5,conflict,merge_conflict,327,CLOSED,CHANGELOG.md | README.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/federation_conflict_resolution.py | tests/test_federation_conflict_resolution.py,CHANGELOG.md | README.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/federation_conflict_resolution.py | tests/test_federation_conflict_resolution.py,CHANGELOG.md | README.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/federation_conflict_resolution.py | tests/test_federation_conflict_resolution.py,Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging docs/SIMULATOR_ODYSSEY_PLAN.md | CONFLICT (content): Merge conflict in docs/SIMULATOR_ODYSSEY_PLAN.md | Auto-merging simulation/federation_conflict_resolution.py | CONFLICT (add/add): Merge conflict in simulation/federation_conflict_resolution.py | Auto-merging tests/test_federation_conflict_resolution.py | CONFLICT (add/add): Merge conflict in tests/test_federation_conflict_resolution.py,ff7d94cc4efba7d305e36d7c6d5522e2f3923554ab99e6f31bf734f8aa0da24f
refs/remotes/origin/claude/fervent-babbage-jvyycd,origin/claude/fervent-babbage-jvyycd,remote,3d007cf36e09fa3418d9ec94392502519ba09a45,2026-06-17T08:16:50Z,docs: 변경 이력 업데이트 2026-06-17 17:16 [changelog],False,False,19,2,2,0,6,6,6,conflict,merge_conflict,359,CLOSED,CHANGELOG.md | README.md | ROADMAP.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/policy_impact.py | tests/test_policy_impact.py,CHANGELOG.md | README.md | ROADMAP.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/policy_impact.py | tests/test_policy_impact.py,CHANGELOG.md | README.md | ROADMAP.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/policy_impact.py | tests/test_policy_impact.py,Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md | Auto-merging docs/SIMULATOR_ODYSSEY_PLAN.md | CONFLICT (content): Merge conflict in docs/SIMULATOR_ODYSSEY_PLAN.md | Auto-merging simulation/policy_impact.py | CONFLICT (add/add): Merge conflict in simulation/policy_impact.py | Auto-merging tests/test_policy_impact.py | CONFLICT (add/add): Merge conflict in tests/test_policy_impact.py,915148480ff9d61c060603b4947e17fd2d5a5abc8a45d43d456a59e70572c5d5
