ref,short_name,scope,oid,commit_date,subject,is_main,merged_into_main,main_behind_count,branch_ahead_count,cherry_novel_commits,cherry_equivalent_commits,changed_file_count,residual_file_count,overlap_with_main_count,merge_status,classification,pr_numbers,pr_states,changed_files,residual_files,overlap_with_main_files,conflict_summary,residual_fingerprint
refs/remotes/origin/claude/fervent-babbage-ax58i7,origin/claude/fervent-babbage-ax58i7,remote,f7053e43339c6f84197e90e70f69c2245f824015,2026-06-17T10:10:22Z,docs: 변경 이력 업데이트 2026-06-17 19:10 [changelog],False,False,19,4,4,0,8,6,8,conflict,merge_conflict,361,CLOSED,CHANGELOG.md | README.md | ROADMAP.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/policy_impact.py | simulation/telemetry_validator.py | tests/test_policy_impact.py | tests/test_telemetry_validator.py,CHANGELOG.md | README.md | ROADMAP.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/policy_impact.py | tests/test_policy_impact.py,CHANGELOG.md | README.md | ROADMAP.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/policy_impact.py | simulation/telemetry_validator.py | tests/test_policy_impact.py | tests/test_telemetry_validator.py,Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md | Auto-merging docs/SIMULATOR_ODYSSEY_PLAN.md | CONFLICT (content): Merge conflict in docs/SIMULATOR_ODYSSEY_PLAN.md | Auto-merging simulation/policy_impact.py | CONFLICT (add/add): Merge conflict in simulation/policy_impact.py | Auto-merging tests/test_policy_impact.py | CONFLICT (add/add): Merge conflict in tests/test_policy_impact.py,50766077e65536edd270e28da62cf8f8c79057556b174ba3a8d0f82ef79496e0
refs/remotes/origin/claude/fervent-babbage-bPqve,origin/claude/fervent-babbage-bPqve,remote,52b347c877204bba6fe11923d43f8ae3914baa4a,2026-06-05T13:16:53Z,docs: 변경 이력 업데이트 2026-06-05 22:16 [changelog],False,False,281,2,2,0,3,3,3,conflict,merge_conflict,133,CLOSED,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging main.py | CONFLICT (content): Merge conflict in main.py | Auto-merging tests/test_main_cli.py | CONFLICT (content): Merge conflict in tests/test_main_cli.py,e9fa43a407e572413069e5e5778faf6f3ed1a14a82f86c66c0ebe924924af25c
refs/remotes/origin/claude/fervent-babbage-bde8ku,origin/claude/fervent-babbage-bde8ku,remote,23754076c593d3ec13e3422f33399bf01cbdcda4,2026-06-15T16:16:22Z,docs: 변경 이력 업데이트 2026-06-16 01:16 [changelog],False,True,60,0,0,0,0,0,0,not_needed,merged,331,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-be5ty9,origin/claude/fervent-babbage-be5ty9,remote,efbcfbd1fc317216b3befaac52d1e80676dd944a,2026-06-10T13:11:08Z,docs: 변경 이력 업데이트 2026-06-10 22:11 [changelog],False,False,228,2,2,0,2,2,2,conflict,merge_conflict,233,CLOSED,README.md | src/raft/airspace_controller_ha.py,README.md | src/raft/airspace_controller_ha.py,README.md | src/raft/airspace_controller_ha.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging src/raft/airspace_controller_ha.py | CONFLICT (content): Merge conflict in src/raft/airspace_controller_ha.py,9c9ad001519fee04683f8f803cafb069860298d9418b7072c3df95c5e4bf3e67
refs/remotes/origin/claude/fervent-babbage-bykiwt,origin/claude/fervent-babbage-bykiwt,remote,905b5245e9d54010cf38a2c9d12b55138954748c,2026-06-15T20:17:27Z,docs: 변경 이력 업데이트 2026-06-16 05:17 [changelog],False,True,60,0,0,0,0,0,0,not_needed,merged,334,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-bznne2,origin/claude/fervent-babbage-bznne2,remote,2e41cf9ba4124fcd2ea23231d2ed899a5d7ade9b,2026-06-13T08:11:37Z,docs: 변경 이력 업데이트 2026-06-13 17:11 [changelog],False,False,145,2,2,0,5,5,3,conflict,merge_conflict,285,CLOSED,README.md | ROADMAP.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/resolution_rate_power.py | tests/test_resolution_rate_power.py,README.md | ROADMAP.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/resolution_rate_power.py | tests/test_resolution_rate_power.py,README.md | ROADMAP.md | docs/SIMULATOR_ODYSSEY_PLAN.md,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md | Auto-merging docs/SIMULATOR_ODYSSEY_PLAN.md | CONFLICT (content): Merge conflict in docs/SIMULATOR_ODYSSEY_PLAN.md,a98f18c927ab8131ff888ed5d2171f471400194c197e1a4d09e7d031393cb31d
refs/remotes/origin/claude/fervent-babbage-c85gR,origin/claude/fervent-babbage-c85gR,remote,84cb906e13417b96b85e2991c474e32bc6e11ce7,2026-06-04T06:55:59Z,docs: 변경 이력 업데이트 2026-06-04 15:55 [changelog],False,False,432,12,10,1,16,10,15,conflict,merge_conflict,97,CLOSED,README.md | ROADMAP.md | api/auth.py | api/fastapi_server.py | benchmarks/baselines/sdacs/adapter.py | docs/simulator.html | docs/swarm_3d_simulator.html | results/comparison/COMPARISON_REPORT.md | results/comparison/comparison_report.json | scripts/load_test.py | scripts/security_audit.sh | swarm_3d_simulator.html | tests/e2e/smoke_maritime.mjs | tests/e2e/smoke_sim.mjs | tests/test_auth.py | tests/test_load_test.py,README.md | ROADMAP.md | api/auth.py | api/fastapi_server.py | benchmarks/baselines/sdacs/adapter.py | docs/simulator.html | docs/swarm_3d_simulator.html | swarm_3d_simulator.html | tests/e2e/smoke_maritime.mjs | tests/e2e/smoke_sim.mjs,README.md | ROADMAP.md | api/auth.py | api/fastapi_server.py | benchmarks/baselines/sdacs/adapter.py | docs/simulator.html | docs/swarm_3d_simulator.html | results/comparison/COMPARISON_REPORT.md | results/comparison/comparison_report.json | scripts/load_test.py | scripts/security_audit.sh | swarm_3d_simulator.html | tests/e2e/smoke_maritime.mjs | tests/test_auth.py | tests/test_load_test.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md | Auto-merging api/auth.py | Auto-merging api/fastapi_server.py | Auto-merging benchmarks/baselines/sdacs/adapter.py | CONFLICT (content): Merge conflict in benchmarks/baselines/sdacs/adapter.py | Auto-merging docs/simulator.html | CONFLICT (content): Merge conflict in docs/simulator.html | Auto-merging docs/swarm_3d_simulator.html | CONFLICT (content): Merge conflict in docs/swarm_3d_simulator.html,3d44179164976f4b4abbd34f574702b3b7988ffdc507250b8e5b272eb11e2893
refs/remotes/origin/claude/fervent-babbage-c8erws,origin/claude/fervent-babbage-c8erws,remote,9648eb7412a962ba5b37f1fe6e37ed1a2ad9310a,2026-06-15T15:07:25Z,docs: 변경 이력 업데이트 2026-06-16 00:07 [changelog],False,False,62,1,1,0,1,1,1,conflict,merge_conflict,,,README.md,README.md,README.md,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md,06bb5bcb8f289009d53bfe6591fcb54492b657e264843252f0490308f15d2096
refs/remotes/origin/claude/fervent-babbage-clcxml,origin/claude/fervent-babbage-clcxml,remote,e43a8a7e1a1daae6942ee117db631bca375108c4,2026-06-16T14:09:57Z,docs: 변경 이력 업데이트 2026-06-16 23:09 [changelog],False,True,23,0,0,0,0,0,0,not_needed,merged,350,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-cq2reh,origin/claude/fervent-babbage-cq2reh,remote,a92d8e238712c4b9cb8a8631c09b7af3bfddeee1,2026-06-09T03:18:50Z,docs: 변경 이력 업데이트 2026-06-09 12:18 [changelog],False,False,254,4,4,0,6,6,5,conflict,merge_conflict,197,CLOSED,CHANGELOG.md | README.md | ROADMAP.md | src/raft/airspace_controller_ha.py | src/raft/raft_cluster.py | tests/track_e/test_raft_cluster.py,CHANGELOG.md | README.md | ROADMAP.md | src/raft/airspace_controller_ha.py | src/raft/raft_cluster.py | tests/track_e/test_raft_cluster.py,CHANGELOG.md | README.md | ROADMAP.md | src/raft/airspace_controller_ha.py | tests/track_e/test_raft_cluster.py,Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md | Auto-merging src/raft/airspace_controller_ha.py | CONFLICT (content): Merge conflict in src/raft/airspace_controller_ha.py | Auto-merging tests/track_e/test_raft_cluster.py | CONFLICT (add/add): Merge conflict in tests/track_e/test_raft_cluster.py,e8d4c31ca993899e815865e0dfbbe7c0adb58ee3140c50e53cd49a17c18bda16
refs/remotes/origin/claude/fervent-babbage-cq6raz,origin/claude/fervent-babbage-cq6raz,remote,94bc8e8eb6e399c4c0525a4a17e1d33673dd4feb,2026-06-16T16:23:25Z,docs: 변경 이력 업데이트 2026-06-17 01:23 [changelog],False,False,22,4,4,0,11,7,11,conflict,merge_conflict,352,CLOSED,CHANGELOG.md | README.md | ROADMAP.md | docs/CBS_COMPLETENESS_OPTIMALITY.md | docs/SAFETY_NET_TLA_SPEC.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/cbs_optimality.py | simulation/safety_net_invariant.py | specs/SafetyNetPriority.tla | tests/test_cbs_optimality.py | tests/test_safety_net_invariant.py,CHANGELOG.md | README.md | ROADMAP.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/cbs_optimality.py | simulation/safety_net_invariant.py | tests/test_cbs_optimality.py,CHANGELOG.md | README.md | ROADMAP.md | docs/CBS_COMPLETENESS_OPTIMALITY.md | docs/SAFETY_NET_TLA_SPEC.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/cbs_optimality.py | simulation/safety_net_invariant.py | specs/SafetyNetPriority.tla | tests/test_cbs_optimality.py | tests/test_safety_net_invariant.py,Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md | Auto-merging docs/SIMULATOR_ODYSSEY_PLAN.md | CONFLICT (content): Merge conflict in docs/SIMULATOR_ODYSSEY_PLAN.md | Auto-merging simulation/cbs_optimality.py | CONFLICT (add/add): Merge conflict in simulation/cbs_optimality.py | Auto-merging simulation/safety_net_invariant.py | CONFLICT (add/add): Merge conflict in simulation/safety_net_invariant.py,b6096c5ff39e011fcd7be28722fb60ecd9b276edc0ba8c193a07aaa8cbf917f6
refs/remotes/origin/claude/fervent-babbage-dGu2Q,origin/claude/fervent-babbage-dGu2Q,remote,59e6512978679de9e7e6aa8cf538d0e07dec105e,2026-06-06T06:10:10Z,docs: 변경 이력 업데이트 2026-06-06 15:10 [changelog],False,False,263,2,2,0,3,3,3,conflict,merge_conflict,141,CLOSED,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging main.py | CONFLICT (content): Merge conflict in main.py | Auto-merging tests/test_main_cli.py | CONFLICT (content): Merge conflict in tests/test_main_cli.py,1c14e7e7b9cb4dfd326aea7fd8fe8fb6e2aa2362f22fd8cbac114412d9ef7099
refs/remotes/origin/claude/fervent-babbage-dd443e,origin/claude/fervent-babbage-dd443e,remote,9d6f349fc8d7bb9f75fa0e884d9cd62f88e7a8ee,2026-06-09T12:19:16Z,docs: 변경 이력 업데이트 2026-06-09 21:19 [changelog],False,False,248,2,2,0,2,2,1,conflict,merge_conflict,208,CLOSED,README.md | docs/PR_CLEANUP.md,README.md | docs/PR_CLEANUP.md,README.md,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md,f8b30edc26ae4ebde54cb7e40910aae9be93855adf5d689fccccfdf0403ad2bc
refs/remotes/origin/claude/fervent-babbage-dwfc3a,origin/claude/fervent-babbage-dwfc3a,remote,40a22067d981ad67edaadc7d82198f78584f6442,2026-06-16T10:07:22Z,docs: 변경 이력 업데이트 2026-06-16 19:07 [changelog],False,False,25,1,1,0,1,1,1,conflict,merge_conflict,,,README.md,README.md,README.md,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md,aef6f8d0de0e261cd510dce69a24515091f271e38131351daeba34dd8cca2d43
refs/remotes/origin/claude/fervent-babbage-dwqwce,origin/claude/fervent-babbage-dwqwce,remote,3703db60922de9549531cf0659fc8643b625ff00,2026-06-12T02:12:53Z,docs: 변경 이력 업데이트 2026-06-12 11:12 [changelog],False,False,190,2,2,0,3,3,3,conflict,merge_conflict,257,CLOSED,CHANGELOG.md | README.md | ROADMAP.md,CHANGELOG.md | README.md | ROADMAP.md,CHANGELOG.md | README.md | ROADMAP.md,Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md,f67f62a00374979cff6e53fd2ae35ad2d599003d8cea679d5b5c5915ff414dcc
refs/remotes/origin/claude/fervent-babbage-dxa9xg,origin/claude/fervent-babbage-dxa9xg,remote,1921a998b03018e07d6186036b64d566ad2c9f86,2026-06-10T19:13:28Z,docs: 변경 이력 업데이트 2026-06-11 04:13 [changelog],False,False,228,2,2,0,3,3,3,conflict,merge_conflict,236,CLOSED,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md | Auto-merging src/raft/airspace_controller_ha.py | CONFLICT (content): Merge conflict in src/raft/airspace_controller_ha.py,c4bc6b198463698edae1a5a25b460ab71b4533c3b8a07cc7c1660cc5a639403d
refs/remotes/origin/claude/fervent-babbage-e6niyi,origin/claude/fervent-babbage-e6niyi,remote,b2161068c69981bfabbb31d159061ed756b0141d,2026-06-12T17:14:57Z,docs: 변경 이력 업데이트 2026-06-13 02:14 [changelog],False,False,171,2,2,0,3,3,3,conflict,merge_conflict,266,CLOSED,CHANGELOG.md | README.md | ROADMAP.md,CHANGELOG.md | README.md | ROADMAP.md,CHANGELOG.md | README.md | ROADMAP.md,Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md,eeee8b4928d1d1a146aba36fa9b167043fb11f07641b192f0a13f870305b4de7
refs/remotes/origin/claude/fervent-babbage-eRRcD,origin/claude/fervent-babbage-eRRcD,remote,e56c1e8f7b4d3bd12a59dcf2b25ad9878b67a94c,2026-06-07T18:08:46Z,docs: 변경 이력 업데이트 2026-06-08 03:08 [changelog],False,False,257,2,2,0,3,3,3,conflict,merge_conflict,177,CLOSED,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging main.py | CONFLICT (content): Merge conflict in main.py | Auto-merging tests/test_main_cli.py | CONFLICT (content): Merge conflict in tests/test_main_cli.py,3ef4c9a7dd963166295fda8da38e796fa8920d1bcace9bb72d93bc2697dc3b11
refs/remotes/origin/claude/fervent-babbage-ed43Y,origin/claude/fervent-babbage-ed43Y,remote,bb3372a26c6ef52fc07a05450dc7c5f70a4e84c3,2026-06-04T12:39:26Z,docs: 변경 이력 업데이트 2026-06-04 21:39 [changelog],False,False,317,6,6,0,8,8,6,conflict,merge_conflict,108,CLOSED,README.md | STATUS_REPORT.md | docs/SIMULATOR_MEGA_PLAN.md | docs/swarm_3d_simulator.html | swarm_3d_simulator.html | tests/e2e/smoke_maritime.mjs | tests/e2e/test_simulator_mis.py | visualization/swarm_3d_simulator.html,README.md | STATUS_REPORT.md | docs/SIMULATOR_MEGA_PLAN.md | docs/swarm_3d_simulator.html | swarm_3d_simulator.html | tests/e2e/smoke_maritime.mjs | tests/e2e/test_simulator_mis.py | visualization/swarm_3d_simulator.html,README.md | STATUS_REPORT.md | docs/swarm_3d_simulator.html | swarm_3d_simulator.html | tests/e2e/smoke_maritime.mjs | visualization/swarm_3d_simulator.html,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging STATUS_REPORT.md | CONFLICT (content): Merge conflict in STATUS_REPORT.md | Auto-merging docs/swarm_3d_simulator.html | Auto-merging swarm_3d_simulator.html | Auto-merging tests/e2e/smoke_maritime.mjs | CONFLICT (content): Merge conflict in tests/e2e/smoke_maritime.mjs | Auto-merging visualization/swarm_3d_simulator.html,b23b9c2dc3a0f8ce5e5ea67db99a25e76d0391e91d5f9d224cd4d2017d01be6e
refs/remotes/origin/claude/fervent-babbage-efto76,origin/claude/fervent-babbage-efto76,remote,99b600f6a429bea6a6769acc26354c446e4dcac8,2026-06-15T13:13:33Z,docs: 변경 이력 업데이트 2026-06-15 22:13 [changelog],False,False,67,2,2,0,6,5,6,conflict,merge_conflict,329,CLOSED,CHANGELOG.md | README.md | ROADMAP.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/federation_split_brain.py | tests/test_federation_split_brain.py,CHANGELOG.md | README.md | ROADMAP.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/federation_split_brain.py,CHANGELOG.md | README.md | ROADMAP.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/federation_split_brain.py | tests/test_federation_split_brain.py,Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md | Auto-merging docs/SIMULATOR_ODYSSEY_PLAN.md | CONFLICT (content): Merge conflict in docs/SIMULATOR_ODYSSEY_PLAN.md | Auto-merging simulation/federation_split_brain.py | CONFLICT (add/add): Merge conflict in simulation/federation_split_brain.py,d0a91980a79df110860430e11b68edec8d61633663624efe944edeb68b98c50b
refs/remotes/origin/claude/fervent-babbage-eh4ynn,origin/claude/fervent-babbage-eh4ynn,remote,de4abeb95e4ac943d8b19a00754f46033b2af6d4,2026-06-09T18:10:55Z,docs: 변경 이력 업데이트 2026-06-10 03:10 [changelog],False,False,228,2,2,0,3,3,3,conflict,merge_conflict,214,CLOSED,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md | Auto-merging src/raft/airspace_controller_ha.py | CONFLICT (content): Merge conflict in src/raft/airspace_controller_ha.py,bedf9e3eba0a8e29c20907c58b905d2c3f03f2f6a8c0b2b11b2fcc9021886e88
refs/remotes/origin/claude/fervent-babbage-ehie4j,origin/claude/fervent-babbage-ehie4j,remote,5b3c0059b65231983cbbb697c2e0b0ba553bf2a7,2026-06-17T13:07:40Z,docs: 변경 이력 업데이트 2026-06-17 22:07 [changelog],False,False,16,1,1,0,1,1,1,conflict,merge_conflict,,,README.md,README.md,README.md,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md,702aee370a3eaed0ad0f944ec9a9c0c82d045b70466e61ca6219ed9260de2243
refs/remotes/origin/claude/fervent-babbage-ekIFI,origin/claude/fervent-babbage-ekIFI,remote,9b1fa2c6d3aa78e2339410f1de328bfc69e601ef,2026-06-07T01:21:42Z,docs: 변경 이력 업데이트 2026-06-07 10:21 [changelog],False,False,259,4,4,0,3,3,3,conflict,merge_conflict,160,CLOSED,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging main.py | CONFLICT (content): Merge conflict in main.py | Auto-merging tests/test_main_cli.py | CONFLICT (content): Merge conflict in tests/test_main_cli.py,4b9c4c4fc6b1aeb37bc73e66e7a0d41b4656acc91b8f2d2132f631073f4af2dc
refs/remotes/origin/claude/fervent-babbage-eoEeG,origin/claude/fervent-babbage-eoEeG,remote,da3af9593765b1a9f09da71a064d143281168a74,2026-06-05T10:17:19Z,docs: 변경 이력 업데이트 2026-06-05 19:17 [changelog],False,False,281,2,2,0,3,3,3,conflict,merge_conflict,130,CLOSED,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging main.py | CONFLICT (content): Merge conflict in main.py | Auto-merging tests/test_main_cli.py | CONFLICT (content): Merge conflict in tests/test_main_cli.py,9f35465b6d605426fe9973c4b801544f68aa124f3e85785879c52f13e373ac74
refs/remotes/origin/claude/fervent-babbage-esqt5f,origin/claude/fervent-babbage-esqt5f,remote,26d61ddc643ffaca035a670d0f3a03e41d941cc5,2026-06-13T19:17:50Z,docs: 변경 이력 업데이트 2026-06-14 04:17 [changelog],False,False,145,4,4,0,9,9,2,conflict,merge_conflict,296,CLOSED,README.md | docs/SDACS_API.md | docs/SIMULATOR_GENESIS_PLAN.md | docs/sdacs.d.ts | docs/simulator.html | docs/swarm_3d_simulator.html | swarm_3d_simulator.html | tests/e2e/test_simulator_genesis_303.py | visualization/swarm_3d_simulator.html,README.md | docs/SDACS_API.md | docs/SIMULATOR_GENESIS_PLAN.md | docs/sdacs.d.ts | docs/simulator.html | docs/swarm_3d_simulator.html | swarm_3d_simulator.html | tests/e2e/test_simulator_genesis_303.py | visualization/swarm_3d_simulator.html,README.md | docs/SIMULATOR_GENESIS_PLAN.md,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging docs/SIMULATOR_GENESIS_PLAN.md | CONFLICT (content): Merge conflict in docs/SIMULATOR_GENESIS_PLAN.md,bb986d009f7584579c3a10ff3f234d478a6df59beded3317d8bf7190555ef7b2
refs/remotes/origin/claude/fervent-babbage-f4dbbo,origin/claude/fervent-babbage-f4dbbo,remote,47297926d335e81aac2682ee8b6f1f0a085252dc,2026-06-14T01:14:37Z,docs: 변경 이력 업데이트 2026-06-14 10:14 [changelog],False,False,145,2,2,0,7,7,3,conflict,merge_conflict,302,CLOSED,CHANGELOG.md | README.md | docs/SIMULATOR_GENESIS_PLAN.md | scripts/generate_flight_plan.py | src/certification/__init__.py | src/certification/flight_plan.py | tests/test_certification_flight_plan.py,CHANGELOG.md | README.md | docs/SIMULATOR_GENESIS_PLAN.md | scripts/generate_flight_plan.py | src/certification/__init__.py | src/certification/flight_plan.py | tests/test_certification_flight_plan.py,CHANGELOG.md | README.md | docs/SIMULATOR_GENESIS_PLAN.md,Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging docs/SIMULATOR_GENESIS_PLAN.md | CONFLICT (content): Merge conflict in docs/SIMULATOR_GENESIS_PLAN.md,84d184fc13a903725ca628fe06a0cbca8447939a131a3444e6e5f2435b62fa22
refs/remotes/origin/claude/fervent-babbage-f975ry,origin/claude/fervent-babbage-f975ry,remote,259485d3e279ffc49672e5b4433ed890be9babaa,2026-06-15T21:08:48Z,docs: 변경 이력 업데이트 2026-06-16 06:08 [changelog],False,True,50,0,0,0,0,0,0,not_needed,merged,335,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-fqk7b8,origin/claude/fervent-babbage-fqk7b8,remote,ed56641800ed94e38955e17cdbe4c29a84a23dcd,2026-06-13T01:24:08Z,docs: 변경 이력 업데이트 2026-06-13 10:24 [changelog],False,True,155,0,0,0,0,0,0,not_needed,merged,281,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-fr78km,origin/claude/fervent-babbage-fr78km,remote,a7994823b2ab930aca7abbd89bb42d9698db88fd,2026-06-13T14:17:32Z,docs: 변경 이력 업데이트 2026-06-13 23:17 [changelog],False,False,145,4,4,0,6,4,5,conflict,merge_conflict,291,CLOSED,CHANGELOG.md | README.md | docs/SIMULATOR_ODYSSEY_PLAN.md | docs/certification/EASA_USPACE_MAPPING.md | simulation/geo_zones.py | tests/test_geo_zones.py,CHANGELOG.md | README.md | docs/SIMULATOR_ODYSSEY_PLAN.md | docs/certification/EASA_USPACE_MAPPING.md,CHANGELOG.md | README.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/geo_zones.py | tests/test_geo_zones.py,Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging docs/SIMULATOR_ODYSSEY_PLAN.md | CONFLICT (content): Merge conflict in docs/SIMULATOR_ODYSSEY_PLAN.md,795f8c2d5794ad6b2b510441bf104cb2799d58dc2f568c44186c612da0fe66c2
refs/remotes/origin/claude/fervent-babbage-fspodo,origin/claude/fervent-babbage-fspodo,remote,ea9156bf933ca93d914a481c02e871c658b23701,2026-06-11T21:15:31Z,docs: 변경 이력 업데이트 2026-06-12 06:15 [changelog],False,False,194,2,2,0,3,3,3,conflict,merge_conflict,253,CLOSED,CHANGELOG.md | README.md | ROADMAP.md,CHANGELOG.md | README.md | ROADMAP.md,CHANGELOG.md | README.md | ROADMAP.md,Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md,93b1867f862333775255cb7a1267ef007ca1acb4a50ca03f10c6299c24c4311b
refs/remotes/origin/claude/fervent-babbage-ft6e3q,origin/claude/fervent-babbage-ft6e3q,remote,004d8f2842f8f06f2706512c78cfec9a84f465f1,2026-06-15T01:10:30Z,docs: 변경 이력 업데이트 2026-06-15 10:10 [changelog],False,True,124,0,0,0,0,0,0,not_needed,merged,318,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-fvzoyu,origin/claude/fervent-babbage-fvzoyu,remote,d9bdf7753139ae41d811c87aeac8d6c5b7689c96,2026-06-10T00:08:56Z,docs: 변경 이력 업데이트 2026-06-10 09:08 [changelog],False,False,228,2,2,0,2,2,2,conflict,merge_conflict,220,CLOSED,README.md | src/raft/airspace_controller_ha.py,README.md | src/raft/airspace_controller_ha.py,README.md | src/raft/airspace_controller_ha.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging src/raft/airspace_controller_ha.py | CONFLICT (content): Merge conflict in src/raft/airspace_controller_ha.py,502db5658af7b179f6fe4ae3e4a4d5fdc9b0aff00dc56ac666caa444ae0f0113
refs/remotes/origin/claude/fervent-babbage-fxld4o,origin/claude/fervent-babbage-fxld4o,remote,4f1bec8d54491d3f11e92a1631cd5548b4206b78,2026-06-11T08:15:49Z,docs: 변경 이력 업데이트 2026-06-11 17:15 [changelog],False,False,206,2,2,0,2,2,2,conflict,merge_conflict,245,CLOSED,CHANGELOG.md | README.md,CHANGELOG.md | README.md,CHANGELOG.md | README.md,Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md,b89aec0c452d8186c914487ca5ccc8d40ecc3dc99fde60f3b149e1500bb7335d
